title,vote_average,adult,genres,spoken_languages
Season's Beatings,5.851,False,"Drama, Comedy","French, English, Russian"
Swing Kids,8.164,False,"Drama, War","English, Mandarin, Korean"
Cameraperson,6.881,False,Documentary,"Bosnian, Arabic, English, Persian, Hausa"
Shooting Fish,6.276,False,"Crime, Comedy, Romance","English, Spanish"
Extraordinary: The Stan Romanek Story,6.403,False,"Science Fiction, Documentary",English
The Traffic Department,6.619,False,"Drama, Crime",Polish
Box 507,6.299,False,"Drama, Thriller",Spanish
The Blackwell Ghost,6.418,False,Horror,English
Talking Heads,7.739,False,Documentary,Polish
Look Back in Anger,6.627,False,Drama,English
Flanders,6.216,False,"War, Drama, Romance",French
Bad Turn Worse,5.485,False,"Thriller, Crime, Drama",English
Sisters,7.045,False,"Crime, Drama",Russian
The Marchers,6.358,False,Drama,French
iParty with Victorious,7.582,False,"TV Movie, Comedy, Family, Music",English
Return to Homs,6.664,False,Documentary,Arabic
Tom Segura: Mostly Stories,7.06,False,Comedy,English
The Daytrippers,6.4,False,"Drama, Comedy",English
A Burlesque on Carmen,5.821,False,Comedy,No Language
The Flying Car,6.761,False,Comedy,English
The White Countess,6.299,False,"Drama, History, Family, Romance","English, Mandarin, French, Russian"
At the Bar,6.261,False,"Crime, Drama, Thriller",Turkish
Left Behind II: Tribulation Force,4.463,False,"Fantasy, Drama, Thriller",English
Jawan,7.4,False,"Action, Adventure, Thriller",Hindi
Marlowe,5.918,False,"Crime, Mystery, Drama",English
Jim Jefferies: Alcoholocaust,7.119,False,Comedy,English
Killer Mermaid,4.172,False,"Horror, Fantasy","Serbian, English"
Il tassinaro,6.515,False,Comedy,Italian
Side Effect,6.134,False,Horror,Russian
Comedy of Power,6.269,False,Drama,French
"Adiós, Sabata",6.4,False,"Action, Western, War",Italian
Walt Disney Animation Studios Short Films Collection,7.881,False,"Animation, Family, Comedy, Drama, Fantasy",English
Them That Follow,5.269,False,Thriller,English
Aurora Teagarden Mysteries: A Very Foul Play,7.358,False,"Mystery, TV Movie",English
Heima,7.419,False,"Documentary, Music","English, Icelandic"
Sebastiane,6.7,False,Drama,Latin
Madame Tutli-Putli,6.925,False,"Animation, Thriller",No Language
Roadracers,5.739,False,"Action, TV Movie, Fantasy, Romance",English
Shakes the Clown,5.575,False,"Comedy, Crime",English
Underworld,6.948,False,"Drama, Crime, Romance",No Language
Mountain,7.037,False,Documentary,English
Foxfire,5.761,False,Drama,English
Red Faction: Origins,5.201,False,Science Fiction,English
Moffie,6.9,False,"Drama, War, Romance","Afrikaans, English"
Nathalie...,5.743,False,Drama,"Hungarian, French"
How to Survive a Plague,6.761,False,Documentary,English
Treehouse,5.41,False,"Horror, TV Movie",English
The Stone Killer,6.3,False,"Action, Adventure, Crime",English
Mostly Ghostly: Have You Met My Ghoulfriend?,5.746,False,"Family, Fantasy, Horror",English
Robin Williams: Weapons of Self Destruction,7.351,False,Comedy,English
Ruin Me,5.231,False,"Horror, Thriller",English
Taste of the Sea 2: One Year Later,5.993,False,Comedy,Italian
Paa,6.343,False,"Drama, Family",Hindi
Man of Marble,7.052,False,Drama,Polish
Don't Play with Tigers,5.8,False,Comedy,Italian
Mylove Lost,5.478,False,"Comedy, Romance",Spanish
How to Fall in Love,5.776,False,"Comedy, Romance, TV Movie",English
Head Full of Honey,6.4,False,Drama,English
Come Sunday,5.664,False,Drama,"English, Italian"
Turné,6.858,False,Comedy,"English, Italian"
Zombie Ass: Toilet of the Dead,4.896,False,"Comedy, Horror",Japanese
Chasing Sleep,6.022,False,"Horror, Mystery, Thriller",English
Bull Shark,5.53,False,"Horror, Thriller",English
WWE WrestleMania 33,8.216,False,Action,English
"Simão, o Fantasma Trapalhão",4.4,False,"Comedy, Family, Fantasy, Mystery",Portuguese
Tokyo Ghoul: Pinto,7.3,False,"Drama, Action, Animation, Horror",Japanese
2012: Supernova,4.179,False,"Action, Science Fiction",English
The Jewel,6.515,False,Drama,Italian
Mickey's Rival,6.209,False,"Animation, Comedy, Family, Romance",English
How to Blow Up a Pipeline,6.455,False,"Crime, Drama, Thriller",English
Fresh Bait,6.59,False,"Drama, Crime",French
The Hand,7.403,False,"Animation, Horror",No Language
Keith Richards: Under the Influence,6.649,False,"Documentary, Music",English
Tank,5.575,False,Comedy,English
The Turning Point,6.5,False,Drama,Italian
Elvis: That's the Way It Is,7.739,False,"Documentary, Music",English
This Special Friendship,8.149,False,"Drama, Romance",French
Porky in Wackyland,6.925,False,"Fantasy, Animation, Comedy",English
Intimate Enemies,6.418,False,"Drama, War, History",French
Aloys,6.7,False,"Drama, Fantasy",German
Shank,5.067,False,"Action, Drama, Thriller",English
Redeemer,6.231,False,"Action, Crime",Spanish
The Tale of Zatoichi Continues,6.918,False,"Adventure, Action",Japanese
The Stranger,4.776,False,"Action, Drama, Thriller, Mystery",English
Lost and Found,4.597,False,Comedy,French
Dog Barbos and Unusual Cross,7.776,False,Comedy,Russian
The Ultimate Life,7.112,False,"Drama, Romance",English
August Underground's Mordum,4.104,False,Horror,English
Hercules in the Maze of the Minotaur,5.604,False,"Adventure, Fantasy, TV Movie, Action",English
The Book of Daniel,6.985,False,"Fantasy, Drama",English
Stefan Zweig: Farewell to Europe,6.6,False,"Drama, History","German, Spanish, French, English"
Jack's Back,5.246,False,"Horror, Thriller, Mystery, Crime",English
C.S.A.: The Confederate States of America,5.576,False,"War, Comedy, Drama",English
Into the Ashes,5.136,False,"Crime, Thriller, Drama, Mystery",English
Bridgend,5.364,False,Drama,English
Torn Hearts,5.856,False,"Horror, Thriller, Music",English
The Continent,6.129,False,Drama,Mandarin
The Kingdom of the Fairies,6.8,False,"Adventure, Fantasy",No Language
The 3 Worlds of Gulliver,6.604,False,"Music, Adventure, Fantasy, Comedy, Family","French, English, Italian"
The Alpha Test,5.462,False,"Science Fiction, Thriller",English
Blizzard,5.894,False,"Family, Comedy",English
The Startup: Accendi il tuo futuro,5.833,False,"Drama, Comedy",Italian
Night and the City,5.606,False,"Crime, Drama",English
Raiders!: The Story of the Greatest Fan Film Ever Made,6.758,False,Documentary,English
Tokyo-Ga,6.909,False,Documentary,"English, French, German, Japanese"
It Lives Again,5.25,False,Horror,English
The Blue Bead,7.6,False,"Comedy, Crime, Drama",Turkish
"After Dark, My Sweet",5.674,False,"Crime, Drama, Mystery",English
Lost After Dark,4.591,False,Horror,English
The Irregular at Magic High School: The Girl Who Summons the Stars,6.197,False,"Science Fiction, Action, Animation, Fantasy",Japanese
The Inn of the Sixth Happiness,6.856,False,"War, Drama","Mandarin, English, Italian"
Foresti Party,6.9,False,Comedy,French
Come Kiss Me at 0:00AM,8.1,False,"Comedy, Romance",Japanese
Badge Of Steel,7.8,False,"Comedy, Action, Crime",Spanish
Scooby-Doo! and the Beach Beastie,8.9,False,"Family, Mystery, Animation, Comedy, Fantasy",English
Grumpy Christmas,7.545,False,Comedy,Spanish
LEGO Star Wars Summer Vacation,6.0,False,"Family, Animation, Comedy, Science Fiction, TV Movie",English
Houseguest,5.477,False,"Comedy, Family","English, Russian"
The Messenger,6.1,False,"War, Drama, Thriller",Polish
A Fan's Guide to Ms. Marvel,7.136,False,Documentary,English
Skin Deep,6.144,False,"Romance, Comedy, Drama",English
Los Leones,8.061,False,"Comedy, Romance",Spanish
Totò cerca casa,6.902,False,Comedy,Italian
The 24th Day,6.447,False,"Drama, Thriller",English
Stark Raving Mad,6.023,False,"Comedy, Crime",English
Rover Dangerfield,5.341,False,"Animation, Comedy, Family",English
Our Children,6.664,False,"Drama, Romance","Arabic, French"
You Deserve a Lover,5.9,False,Drama,French
King Rat,7.0,False,"Drama, War","English, Japanese, Malay"
As Luck Would Have It,5.924,False,"Drama, Comedy","Spanish, Polish, French"
Carry On Matron,6.167,False,Comedy,English
An Acceptable Loss,6.114,False,"Thriller, Drama",English
Dino Time,5.894,False,"Animation, Adventure, Comedy, Family",English
What a Way to Go!,7.1,False,"Comedy, Romance","French, English"
Pinocchio's Revenge,4.409,False,"Horror, Mystery","German, English"
Somm,6.932,False,Documentary,"German, French, Italian, English"
Two Lovers and a Bear,6.606,False,"Drama, Romance",English
Una canzone per te,5.3,False,Comedy,Italian
Dance to Death,4.492,False,"Action, Fantasy, Science Fiction",Russian
We Were Young,5.636,False,"Comedy, Drama",French
One Day in September,7.212,False,Documentary,"English, French, German"
Saving Private Pérez,6.606,False,"Action, Comedy","English, Arabic, Spanish, Russian, Turkish"
Varda by Agnès,8.015,False,Documentary,"English, French"
Stash House,5.2,False,Thriller,English
Monster Brawl,4.303,False,"Comedy, Horror",English
The Night Strangler,6.6,False,"TV Movie, Horror, Mystery, Crime",English
Lovesick,4.932,False,"Romance, Comedy",English
The Breaking Point,7.144,False,"Crime, Drama",English
'R Xmas,6.3,False,"Drama, Crime, Thriller","Spanish, English"
The Last Train,7.485,False,"Drama, War","Hebrew, French, German, Polish"
The Image Book,6.3,False,"Drama, Documentary","English, Arabic, French"
Alone With Her,5.53,False,"Crime, Drama, Thriller","English, Spanish"
I Am Iron Man,7.212,False,Documentary,English
The Iron Rose,6.4,False,Horror,French
Beloved,6.311,False,"Drama, Romance, Music","French, English, Czech"
Room 203,5.947,False,Horror,English
Crazy Racer,7.386,False,"Action, Adventure, Comedy",Mandarin
Final Cut: Ladies and Gentlemen,7.5,False,"Drama, Romance","Cantonese, English, French, German, Hungarian, Italian, Japanese, Russian, Spanish, Swedish"
House,4.689,False,"Horror, Thriller",English
Double Daddy,6.818,False,"Thriller, Drama, TV Movie, Romance",English
Spies,7.4,False,"Action, Thriller, Romance",No Language
Enter the Anime,5.515,False,Documentary,"English, Japanese"
The River Why,5.32,False,"Drama, Romance",English
Dream Lover,5.682,False,"Drama, Mystery, Thriller",English
Transpecos,5.5,False,Thriller,"English, Spanish"
DC Films Presents Dawn of the Justice League,5.939,False,Documentary,English
Dancing on Glass,6.318,False,Drama,Spanish
Madigan,6.098,False,"Crime, Drama, Thriller",English
King Shakir Recycle,5.8,False,"Animation, Adventure, Family, Action, Comedy, Science Fiction",Turkish
Casual Sex?,5.197,False,"Comedy, Romance",English
The Snowman and The Snowdog,6.788,False,"Animation, Family, Fantasy",No Language
Twice-Told Tales,6.197,False,"Horror, Fantasy, Science Fiction",English
The Mad Doctor,7.2,False,"Animation, Comedy, Family, Horror, Thriller",English
Poison,6.144,False,"Drama, Horror, Science Fiction",English
Saint☆Young Men,8.0,False,"Animation, Comedy",Japanese
Santa vs Reyes,8.0,False,"Comedy, Fantasy",Spanish
Rich Hill,6.871,False,Documentary,English
Les Naufragés,4.295,False,Comedy,French
Bound,3.5,False,Thriller,English
Scenes from a Mall,5.2,False,Comedy,English
Naked Childhood,7.2,False,Drama,French
Superman 75,7.508,False,Animation,No Language
Bodies at Rest,6.4,False,"Action, Crime, Thriller",Cantonese
The Mummy Resurrected,3.826,False,Horror,English
How to Make Out,5.174,False,Comedy,French
The League of Gentlemen's Apocalypse,6.318,False,"Horror, Comedy",English
It Happened in Saint-Tropez,5.538,False,"Comedy, Drama",French
Tony,5.848,False,"Horror, Drama, Thriller",English
The Last One and then We Go,7.9,False,"Family, Comedy, Adventure",Spanish
Tall Tale,6.1,False,"Adventure, Family, Western",English
Influencer,6.311,False,"Horror, Mystery, Thriller",English
Mathilde,6.023,False,"History, Drama, Romance",Russian
Sin,5.985,False,"History, Drama","Italian, Russian"
Philadelphia Experiment II,4.955,False,"Science Fiction, Action, Adventure","German, English"
Bitch,5.288,False,"Comedy, Drama, Thriller",English
Neal Brennan: 3 Mics,7.167,False,Comedy,English
The Death King,6.508,False,"Horror, Drama",German
Selfie,7.2,False,Documentary,Italian
Prison on Fire,7.1,False,"Drama, Thriller, Crime",Cantonese
Song Express,6.4,False,"Comedy, Music",French
German Angst,5.6,False,"Horror, Fantasy, Drama","German, English, Italian, Ukrainian, Polish"
My Family,7.5,False,"Comedy, Drama","English, Spanish"
Made in Heaven,6.682,False,"Comedy, Drama, Fantasy, Romance","English, Italian"
Down Terrace,6.159,False,"Crime, Drama",English
The Farmer's Wife,5.583,False,"Comedy, Romance, Drama",No Language
Christ Stopped at Eboli,7.0,False,Drama,Italian
The Case of the Bloody Iris,6.3,False,"Thriller, Horror",Italian
One Love,8.0,False,"Romance, Drama",Turkish
Takva: A Man's Fear of God,7.28,False,Drama,Turkish
India Song,6.2,False,"Drama, Romance",French
Joan of Arc,6.235,False,"War, Drama, History","English, French"
Lost on Journey,6.886,False,Comedy,Mandarin
New Fist of Fury,5.795,False,"Action, Drama","Mandarin, Cantonese"
The Green Room,6.712,False,"Drama, History","French, Italian"
The Tale of King Crab,7.311,False,Drama,"Spanish, Italian"
Wolfhound of the Grey Dog Clan,5.447,False,"Fantasy, Adventure, Action",Russian
Pumaman,2.614,False,"Science Fiction, Action",English
The Living Dead Girl,5.841,False,Horror,"English, French"
The Manxman,6.0,False,"Romance, Drama",No Language
The Turkish Gambit,6.485,False,"Mystery, Adventure, Action, Drama, History","Bulgarian, French, Russian, Turkish"
Bermuda Tentacles,4.0,False,Science Fiction,English
For the Boys,6.242,False,"Drama, Music",English
The Wild Soccer Bunch 4,5.417,False,"Comedy, Family, Adventure",German
Torment,7.114,False,Drama,Swedish
Monica's Gang in an Adventure in Time,7.5,False,"Animation, Comedy, Adventure, Family, Science Fiction",Portuguese
The Bleeding Edge,6.652,False,Documentary,English
Man from Deep River,6.0,False,"Adventure, Horror","Italian, Burmese, Thai"
The Meerkats,6.735,False,Documentary,English
Titanic,6.174,False,"Action, Drama, History","Russian, German"
Lulu in the Nude,6.076,False,"Comedy, Drama",French
Stereo (Tile 3B of a CAEE Educational Mosaic),5.47,False,Science Fiction,English
Puppet Master vs Demonic Toys,4.523,False,"Horror, Comedy, Fantasy, Science Fiction, Thriller",English
Baxter,6.545,False,"Horror, Drama, Comedy","French, Spanish"
Leo Da Vinci: Mission Mona Lisa,5.6,False,"Animation, Adventure, Family",Italian
Monster Hunter: Legends of the Guild,5.697,False,"Animation, Adventure, Action, Fantasy","English, Portuguese"
The Nutcracker Prince,6.439,False,"Animation, Family",English
Still Mine,6.841,False,Drama,English
The Magic Flute,6.462,False,"Adventure, Fantasy, Music, Drama","English, German"
End Game,7.045,False,Documentary,"English, Persian"
Who Gets the Dog?,5.22,False,"Drama, Comedy, Romance, TV Movie",English
All Love Songs,7.3,False,Romance,Portuguese
Don't Blame Karma on What Happens to You for Being an Asshole,5.2,False,"Comedy, Romance",Spanish
Code of Honor,4.182,False,"Action, Crime, Thriller",English
The Sparks Brothers,7.288,False,"Documentary, Music",English
The Girl Who Got Away,6.2,False,"Horror, Thriller, Mystery",English
What Richard Did,5.705,False,Drama,"English, Irish"
Kids in the Hall: Brain Candy,6.076,False,Comedy,"English, French"
Bhagam Bhag,6.446,False,"Comedy, Thriller, Romance",Hindi
Testosteron,5.424,False,Comedy,Polish
Patton Oswalt: Talking for Clapping,6.576,False,Comedy,English
The Wild Goose Chase,6.2,False,Comedy,French
Christmas in July,6.97,False,"Comedy, Romance",English
Fay Grim,5.561,False,"Action, Comedy, Thriller",English
Fata Morgana,6.697,False,Documentary,German
Cinderella's Hot Night,5.871,False,"Fantasy, Comedy",English
Gamera vs. Viras,5.735,False,"Adventure, Action, Science Fiction, Family",Japanese
The Hot Nights of Linda,3.083,False,Drama,French
In Search of the Castaways,6.308,False,"Adventure, Family",English
The Rats,5.5,False,"Horror, Science Fiction, TV Movie",English
"It's the Easter Beagle, Charlie Brown",6.538,False,"Family, Animation, TV Movie, Comedy",English
Real Women Have Curves,6.045,False,"Comedy, Drama","English, Spanish"
Demon Wind,4.977,False,Horror,English
Big Stone Gap,6.008,False,"Romance, Comedy",English
Baran,7.447,False,"Drama, Romance","Azerbaijani, Persian"
Nova Zembla,5.47,False,"History, Drama",Dutch
The Scapegoat,6.432,False,"Mystery, Drama, Adventure",English
A Little Help,5.258,False,"Drama, Comedy",English
Manson Family Vacation,5.621,False,"Mystery, Comedy, Drama",English
Hairbrained,5.424,False,"Comedy, Fantasy",English
Love in Bora Bora,5.697,False,"Romance, Comedy, TV Movie",French
Beautiful Creatures,5.697,False,"Comedy, Crime, Drama, Thriller",English
Valan: Valley of Angels,7.3,False,"Crime, Drama",Hungarian
K-11,5.833,False,Drama,"Spanish, English"
Seven Days War,6.598,False,"Animation, Drama, Action",Japanese
That Hamilton Woman,7.076,False,"Drama, History, Romance, War","English, French, Italian"
Cleopatra,5.924,False,"History, Drama, Romance",English
The Blue Caftan,7.455,False,"Drama, Romance","Arabic, French"
Sherlock Holmes Faces Death,6.856,False,"Crime, Mystery, Thriller",English
Kapo,6.947,False,"Drama, History, War","German, Italian, Russian, Polish"
The Veil,3.924,False,"Action, Adventure, Science Fiction","English, Italian"
Jubal,6.788,False,"Action, Western, Drama",English
Silent Wedding,7.121,False,"Comedy, Drama, History",Romanian
Scooby-Doo! Meets the Harlem Globetrotters,9.136,False,"Animation, Comedy, Family, Mystery",English
U,6.848,False,"Music, Animation",French
Living Hell,5.28,False,"Action, Horror, Science Fiction, Thriller",English
Vibes,5.72,False,"Romance, Action, Comedy",English
Love at First Hiccup,5.3,False,"Comedy, Romance","English, Italian"
Spaced Invaders,4.879,False,"Comedy, Family, Science Fiction",English
70 Big Ones,5.72,False,"Crime, Action",Spanish
Land of Storms,6.462,False,Drama,"English, Hungarian, German"
Burning Hearts,6.856,False,"Drama, Romance",Italian
M,6.667,False,Drama,French
Everlasting Moments,7.311,False,Drama,"Finnish, Swedish"
Shanghai Surprise,4.318,False,"Adventure, Comedy, Crime, Drama, Romance",English
Night Fare,5.242,False,Thriller,"German, French, English"
Slow Burn,5.348,False,"Mystery, Crime, Drama, Thriller",English
Legacy of Rage,7.3,False,Action,Cantonese
What Have They Done to Your Daughters?,7.235,False,"Action, Crime, Thriller, Horror",Italian
Robin Hood: The Rebellion,4.992,False,"Adventure, History, Action",English
Money for Nothing,5.455,False,"Drama, Comedy, Crime",English
5 Card Stud,6.235,False,"Western, Mystery",English
Pharaoh,6.78,False,"History, Drama",Polish
Silent Night,7.136,False,"Drama, Comedy",Polish
Body,5.162,False,"Drama, Thriller, Horror","English, German, Italian"
Bill Hicks: Revelations,8.046,False,Comedy,English
Cars of the Revolution,7.669,False,Drama,Turkish
Patchwork,5.654,False,"Horror, Comedy",English
The Silence of the Sky,6.423,False,"Drama, Thriller","Portuguese, Spanish"
The Pearl Button,6.938,False,Documentary,Spanish
Lord Jim,6.8,False,"Adventure, Drama, Romance",English
Lap Dance,4.4,False,Drama,English
Sweet Charity,6.731,False,"Comedy, Music, Romance",English
Love of My Loves,7.369,False,"Romance, Comedy",Spanish
The Fencer,7.0,False,"Drama, History","Armenian, Estonian, Russian"
John Wick Chapter 2: Wick-vizzed,7.392,False,Documentary,English
Snowtime!,5.969,False,"Animation, Family, Comedy","English, French, Mandarin, Russian, Turkish, German"
Tom and Jerry's Giant Adventure,5.762,False,"Animation, Family",English
Reptile,7.354,False,"Thriller, Crime, Drama, Mystery",English
Ears,7.1,False,Comedy,Italian
The Art of Skiing,6.985,False,"Animation, Comedy",English
Perfect High,6.008,False,"Drama, TV Movie",English
Friendsgiving,4.5,False,Comedy,English
way,5.654,False,Comedy,English
The Crocodiles: All for One,6.931,False,"Action, Family, Adventure, Drama, Comedy",German
Gamera the Brave,7.1,False,"Action, Adventure, Fantasy, Science Fiction, Family",Japanese
Ellis,6.677,False,Drama,English
Road to Bali,6.2,False,Comedy,English
Divaldo: O Mensageiro da Paz,8.315,False,Drama,Portuguese
Me Vuelves Loca,8.554,False,Comedy,Spanish
Sidetracked,5.862,False,Comedy,Spanish
The Widow Couderc,6.977,False,"Action, Drama, Romance",French
The King of Pigs,6.062,False,"Animation, Thriller, Drama",Korean
Food Choices,7.123,False,Documentary,English
Vinci,6.838,False,"Crime, Comedy",Polish
Show Boat,6.038,False,"Romance, Drama, Family, Music",English
Swordsman,6.815,False,"Action, Adventure","Mandarin, Cantonese"
Old Shatterhand,6.3,False,"Adventure, Western",German
Barbarian Queen,4.538,False,"Adventure, Fantasy",English
The Assassin Next Door,5.585,False,"Drama, Thriller","Russian, Hebrew, English"
Space Mutiny,2.692,False,"Romance, Adventure, Science Fiction",English
KISS Meets the Phantom of the Park,5.423,False,"Music, Science Fiction, TV Movie",English
Santa Who?,5.4,False,"Comedy, Fantasy",English
Serafino,6.092,False,Comedy,Italian
The White Diamond,6.815,False,Documentary,"German, English"
Real Life,6.569,False,Comedy,English
Killer Nun,4.8,False,"Drama, Horror, Thriller",Italian
Superagente Makey,4.315,False,"Comedy, Action",Spanish
21 Up,7.423,False,Documentary,English
Cutie and the Boxer,6.815,False,Documentary,"English, Japanese"
The House I Live In,7.423,False,Documentary,English
Berkshire County,5.285,False,"Horror, Thriller","German, English"
The Education of Charlie Banks,6.1,False,"Drama, Thriller",English
Beauty and the Dogs,7.077,False,"Crime, Drama, Thriller",Arabic
Manichitrathazhu,7.692,False,"Fantasy, Thriller, Horror","Malayalam, Tamil"
Letters to Santa 3,6.554,False,"Comedy, Romance",Polish
The Very Same Munchhausen,7.762,False,"Comedy, Drama, Fantasy",Russian
Faust,7.469,False,"Animation, Fantasy, Drama","Czech, Latin"
Deep Blue,6.7,False,Documentary,English
Meet My Friend,4.4,False,Comedy,Italian
Night Nurse,6.731,False,"Crime, Drama, Comedy","Cantonese, English"
Peeples,5.592,False,Comedy,English
Gol Maal,7.331,False,Comedy,Hindi
Placido,7.585,False,Comedy,Spanish
Police,6.269,False,Comedy,No Language
Hands of Steel,5.4,False,"Action, Science Fiction","English, Italian, Spanish"
Nobody Walks,4.738,False,Drama,"Italian, English"
La prima pietra,5.7,False,"Comedy, Drama",Italian
Kinetta,5.246,False,Drama,Greek
Marie-Octobre,7.285,False,"Drama, Mystery",French
A Haunting at Silver Falls,4.654,False,"Horror, Thriller",English
Agent Game,4.892,False,"Action, Thriller",English
13Hrs,4.4,False,"Horror, Action",English
Youth of the Beast,6.8,False,"Action, Crime, Mystery",Japanese
Christmas Belle,5.746,False,"Drama, Romance, TV Movie",English
Eddie Izzard: Dress to Kill,7.863,False,Comedy,"English, French, German, Spanish"
Sex and Zen,5.946,False,"Drama, Comedy, Romance",Cantonese
Eduardo and Monica,7.715,False,"Romance, Drama",Portuguese
Mary,8.1,False,Drama,Croatian
A Judge of Honor,6.931,False,Drama,Italian
The Ten Commandments,6.662,False,"Drama, History",No Language
Appleseed,6.431,False,"Crime, Animation, Science Fiction",Japanese
Daria in 'Is It College Yet?',7.315,False,"Animation, Comedy, TV Movie","English, Spanish, French"
Jacob's Ladder,4.462,False,"Horror, Mystery, Thriller",English
The Rose Tattoo,7.054,False,"Drama, Romance","English, Italian"
Teen Bride,8.2,False,"Romance, Drama, Comedy",Japanese
Joe Rogan: Triggered,6.769,False,Comedy,English
Comedy Central Roast of Bruce Willis,6.508,False,"Comedy, TV Movie",English
Hidden,5.7,False,"Thriller, Horror","Norwegian, Swedish"
Nothing Can Stop Us Now,5.8,False,Comedy,Italian
Super Rhino,6.0,False,"Animation, Comedy","English, French"
Sex and the Single Girl,6.662,False,"Comedy, Romance",English
Stalked by My Doctor,5.846,False,"Thriller, TV Movie",English
Window Water Baby Moving,7.015,False,Documentary,No Language
A Man There Was,7.085,False,Drama,No Language
The Three Garcia,7.723,False,"Comedy, Romance",Spanish
Lady Chatterley's Lover,5.354,False,"Drama, Romance",English
Queen of Spades: The Dark Rite,5.331,False,Horror,Russian
The Choice,5.5,False,Drama,Italian
Last Orders,5.962,False,"Comedy, Drama",English
Roxane,5.938,False,Comedy,French
Houdini,6.505,False,"Drama, Romance, History",English
Modern Romance,6.762,False,"Comedy, Drama, Romance",English
The Sisterhood of Night,6.323,False,"Mystery, Drama, Thriller",English
The Stolen,5.569,False,"Western, Action, Adventure, Drama","Mandarin, English, French, Maori"
The Garden of Sinners: Oblivion Recording,6.708,False,"Animation, Fantasy",Japanese
The Celestine Prophecy,5.1,False,"Romance, Drama, Adventure",English
Dolphin Boy,6.392,False,"Animation, Adventure, Fantasy, Comedy","English, Russian"
The Sleeping Car Murder,7.015,False,Crime,French
Midnight Movie,5.0,False,"Horror, Thriller",English
Japanese Story,6.377,False,"Drama, Romance","English, Japanese"
March of the Penguins 2: The Next Step,6.769,False,Documentary,French
Saint Frances,6.438,False,"Comedy, Drama","Spanish, English"
The Rapture,5.685,False,"Mystery, Drama",English
Return of the Street Fighter,6.123,False,Action,Japanese
Tere Naam,6.531,False,"Action, Drama, Romance, Thriller",Hindi
Cairo Time,5.9,False,"Drama, Romance","English, Arabic"
The Day He Arrives,6.985,False,Drama,Korean
Torture Garden,6.123,False,Horror,English
Memories of a Teenager,7.8,False,Drama,Spanish
I'm Reed Fish,5.615,False,"Comedy, Romance, Drama",English
The Big Bird Cage,5.623,False,"Action, Crime, Drama",English
Last Hero in China,6.3,False,"Action, Comedy, History","Cantonese, English"
Amphibian Man,6.946,False,"Adventure, Science Fiction, Romance",Russian
Bending The Rules,5.546,False,"Action, Drama",English
A Monstrous Family,5.9,False,"Comedy, Fantasy",Italian
Everest,6.523,False,Documentary,English
No Regrets for Our Youth,6.838,False,Drama,Japanese
Little Nemo,6.273,False,"Animation, Comedy",English
Doctor X,5.985,False,"Comedy, Crime, Horror, Mystery, Science Fiction, Thriller",English
Gintama 2: Rules are Made to Be Broken,7.254,False,"Comedy, Action, Science Fiction, Fantasy",Japanese
Lord of the Streets,5.238,False,Action,English
Comidark Films: The Getaway,4.985,False,Comedy,"English, Turkish"
In arte Nino,7.0,False,"Drama, TV Movie",Italian
Western Union,6.0,False,Western,English
Union Pacific,6.454,False,"Drama, Western",English
The Devil's Brigade,6.331,False,"Action, Drama, War",English
Corpo Celeste,6.808,False,Drama,Italian
Gardens of the Night,6.12,False,"Crime, Drama",English
Pirates II: Stagnetti's Revenge,7.5,True,"Adventure, Comedy",English
Black Hollow Cage,5.877,False,"Thriller, Science Fiction, Drama, Horror",English
Howling VI: The Freaks,4.485,False,Horror,English
Poolhall Junkies,6.392,False,"Comedy, Drama, Thriller",English
Real Men,6.308,False,"Comedy, Science Fiction",English
Full Spead Ahead,8.1,False,"Comedy, Music",Spanish
Blue Gate Crossing,7.038,False,"Drama, Romance",Mandarin
Be Here Now,7.954,False,Documentary,English
Slaughterhouse,5.285,False,Horror,English
The Enchanted Drawing,6.423,False,"Animation, Comedy, Fantasy",No Language
SS Experiment Love Camp,5.385,False,"Horror, War",Italian
Snow Steam Iron,7.638,False,"Drama, Crime",No Language
Last Three Days,6.538,False,"Action, Crime, Mystery, Thriller","English, Japanese"
Battle Drone,5.1,False,Science Fiction,English
Keane,6.1,False,"Drama, Mystery",English
The Black Imp,6.4,False,"Fantasy, Comedy",No Language
The Power of Few,5.185,False,"Crime, Drama",English
Medea,6.565,False,"Drama, TV Movie",Danish
I mitici - Colpo gobbo a Milano,5.3,False,"Crime, Comedy",Italian
"Beep, Beep",7.2,False,"Animation, Comedy, Family",English
Fate/stay night: Unlimited Blade Works,7.1,False,"Action, Fantasy, Animation",Japanese
Mango Yellow,6.623,False,Drama,Portuguese
Beijing Bicycle,6.754,False,Drama,Mandarin
Everything or Nothing,7.167,False,Documentary,"English, French"
The Beast Must Die,5.431,False,"Horror, Mystery",English
Mr. Duck Steps Out,6.462,False,"Animation, Comedy",English
Pride,6.28,False,"Adventure, Drama, Family",English
The Boys in Company C,6.6,False,War,English
1776,6.977,False,"Drama, History",English
Jesse Stone: Benefit of the Doubt,6.862,False,"Drama, Thriller, Crime, Mystery",English
Ice Spiders,4.108,False,"Horror, Science Fiction, Action, Adventure, Comedy, TV Movie",English
Monty Python Live (Mostly),6.915,False,"Comedy, Music","English, Spanish"
The Third Wife,6.3,False,Drama,Vietnamese
Pourquoi je vis,7.1,False,"TV Movie, Music, Drama",French
