title,vote_average,adult,genres,spoken_languages
The Agony and the Ecstasy,7.054,False,"Drama, History","English, Latin"
Hold-up,6.269,False,"Comedy, Crime",French
Tom and Jerry Blast Off to Mars!,6.574,False,"Animation, Family","English, Japanese"
Neds,6.681,False,Drama,English
The Stunt Man,6.7,False,"Action, Comedy, Drama, Thriller",English
The Portable Door,6.665,False,"Fantasy, Adventure, Comedy",English
Husbands,6.8,False,"Comedy, Drama","Cantonese, English"
Embrace of the Vampire,4.872,False,"Horror, Fantasy",English
Adulthood,6.066,False,"Crime, Drama",English
The Wise Guys,8.095,False,"Adventure, Comedy, Drama",French
Burial Ground,5.475,False,Horror,Italian
My Science Project,6.19,False,"Comedy, Family, Fantasy, Science Fiction",English
The Crucified Lovers,7.694,False,"Drama, Romance",Japanese
Kafka,6.293,False,"Comedy, Drama, Mystery",English
Weekend at Dunkirk,7.0,False,"Drama, War","English, French, German"
Cyborg She,7.326,False,"Action, Comedy, Science Fiction, Romance, Adventure",Japanese
Il Grido,7.55,False,Drama,Italian
A Frozen Flower,6.876,False,Drama,Korean
100 Bloody Acres,5.76,False,"Comedy, Horror",English
The Blood on Satan's Claw,6.083,False,Horror,English
Terrorizers,7.4,False,"Drama, Crime",Mandarin
Cloak & Dagger,6.393,False,"Adventure, Action, Family","English, Russian"
The Nest,6.413,False,"Crime, Action",French
The Devil and Daniel Johnston,7.661,False,"Documentary, Music",English
Anna Karenina,6.066,False,"Drama, Romance","English, Russian"
Guy,6.798,False,"Comedy, Drama, Music",French
Spiral,5.926,False,"Horror, Mystery, Thriller",English
The Lost World,6.7,False,"Adventure, Fantasy, Drama",No Language
Lassie,6.446,False,"Adventure, Drama, Family",English
Spirou & Fantasio's Big Adventures,4.5,False,"Adventure, Comedy",French
The Marksman,5.479,False,"Action, Adventure, Thriller","English, Portuguese"
Lu Over the Wall,7.1,False,"Animation, Family, Fantasy, Adventure, Comedy, Music",Japanese
The Devil's Hand,5.219,False,"Horror, Thriller",English
Drained,7.0,False,Comedy,Portuguese
Lego DC Batman: Family Matters,6.992,False,"Animation, Family, Action, Comedy",English
The Page Turner,6.558,False,"Drama, Music",French
Restart the Earth,6.843,False,"Science Fiction, Horror, Action",Mandarin
Ride Lonesome,6.566,False,Western,English
A Farewell to Arms,6.236,False,"Drama, Romance, War",English
Karol: A Man Who Became Pope,7.033,False,"Drama, History","French, Italian, Polish"
Nise: The Heart of Madness,8.153,False,Drama,Portuguese
Get Me Roger Stone,6.959,False,Documentary,English
Crazy on the Outside,5.174,False,"Comedy, Romance",English
The Villain,6.467,False,Comedy,French
Mikey and Nicky,6.8,False,"Crime, Drama","Hebrew, English"
JJ+E,5.74,False,"Romance, Drama",Swedish
ClownTown,4.38,False,"Horror, Thriller",English
Ordinary Love,6.818,False,"Drama, Romance",English
The Chaos Class,7.983,False,"Comedy, Drama",Turkish
Skate Kitchen,6.777,False,"Drama, Comedy","Spanish, English"
"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",7.0,False,"Action, Animation, Adventure, Comedy",Japanese
E Aí... Comeu?,5.8,False,Comedy,Portuguese
Death Ship,5.339,False,"Adventure, Horror, Mystery, Thriller","German, English"
Monkey Kingdom,6.9,False,Documentary,English
Tombs of the Blind Dead,6.178,False,Horror,Spanish
Morocco,6.388,False,"Drama, Romance","English, Arabic, French, Spanish, Italian"
I Got Life!,6.14,False,"Drama, Comedy",French
Revenge of the Ninja,6.2,False,"Action, Crime","English, French"
Miss Hokusai,6.8,False,"Animation, Drama, History",Japanese
À propos de Nice,6.901,False,Documentary,No Language
The Horseman on the Roof,6.446,False,"Adventure, Romance, History, Drama","French, Italian"
Dracula 3000,2.675,False,"Horror, Science Fiction",English
Natural Selection,5.3,False,Drama,English
Mr. Car and the Knights Templar,6.133,False,"Adventure, Drama, Family",Polish
Ulzana's Raid,7.079,False,Western,English
Veronika Voss,7.2,False,Drama,"English, German"
Black Is King,7.383,False,Music,English
Monster High: Friday Night Frights,7.788,False,"Animation, Family",English
The Return,6.0,False,"Mystery, Thriller, Science Fiction",English
Revenge of the Creature,5.671,False,"Science Fiction, Adventure, Horror",English
The Ritual Killer,5.646,False,"Mystery, Thriller, Action, Drama",English
The Minister,6.4,False,Drama,"German, French"
Gun Shy,5.329,False,"Action, Comedy, Romance, Thriller",English
Dr. Jekyll and Mr. Hyde,6.879,False,"Drama, Horror, Science Fiction",No Language
The Elementary Particles,6.2,False,"Drama, Romance","English, German"
Two of a Kind,6.013,False,"Fantasy, Comedy, Romance",English
The Train Robbers,6.338,False,"Western, Action",English
LEGO Marvel Super Heroes: Avengers Reassembled!,6.492,False,"Family, Animation",English
The Unbelievers,6.458,False,Documentary,English
Jim Jefferies: Freedumb,7.183,False,Comedy,English
Dream a Little Dream,5.838,False,"Fantasy, Comedy, Romance",English
A Tale of Springtime,6.9,False,"Comedy, Drama, Romance",French
Soul of Hero,7.917,False,Action,Spanish
Raanjhanaa,6.558,False,"Drama, Romance",Hindi
Anne of Green Gables,7.296,False,"Drama, Family, TV Movie",English
We Will All Meet in Paradise,6.733,False,Comedy,French
Saturday Night and Sunday Morning,6.971,False,"Drama, Romance",English
The Fighting Temptations,5.729,False,"Comedy, Music, Romance",English
Clock Cleaners,7.017,False,Animation,English
Everybody's Talking About Jamie,6.367,False,"Drama, Comedy",English
The Vexxer,6.417,False,"Comedy, Crime",German
The Pregnancy Pact,5.113,False,"Drama, TV Movie",English
Us and Them,7.6,False,"Drama, Romance",Mandarin
Paris 36,6.138,False,Drama,French
Matriculated,6.625,False,"Animation, Drama, Science Fiction",English
Other People's Money,6.083,False,Comedy,English
God Told Me To,5.775,False,"Crime, Horror, Mystery, Science Fiction",English
Twelve O'Clock High,7.1,False,"War, Action, Drama",English
My Fake Boyfriend,6.083,False,"Comedy, Romance",English
Darkman III: Die Darkman Die,4.996,False,"Action, Thriller, Science Fiction, Horror",English
The Young Messiah,6.429,False,"Drama, History",English
Good Deeds,6.3,False,"Comedy, Drama, Romance",English
Babies,6.904,False,Documentary,"French, Japanese, Mongolian"
The Workshop,5.933,False,"Drama, Mystery, Thriller",French
Kull the Conqueror,5.171,False,"Adventure, Fantasy, Action",English
Marina Abramović: The Artist Is Present,7.5,False,Documentary,English
Tormented,5.117,False,"Horror, Comedy",English
Out in the Dark,6.846,False,"Drama, Romance, Thriller","Arabic, Hebrew"
L.O.R.D: Legend of Ravaging Dynasties,7.075,False,"Animation, Fantasy, Drama, Science Fiction",Mandarin
Batman: The Dark Knight Returns,8.304,False,"Action, Animation",English
Dark Victory,6.929,False,"Drama, Romance",English
Viva Las Vegas,6.271,False,"Comedy, Drama, Music, Romance",English
Legend No. 17,7.079,False,Drama,Russian
Bodyguard,5.292,False,"Drama, Action, Romance",Hindi
My Rainy Days,7.513,False,"Drama, Romance",Japanese
Homicide,6.188,False,"Drama, Crime","English, Yiddish"
Pappa ante Portas,7.633,False,Comedy,German
Mozart and the Whale,6.233,False,"Drama, Comedy, Romance",English
Normandy Nude,5.625,False,"Drama, Comedy",French
Monster High: Scaris City of Frights,7.746,False,"Animation, Fantasy",English
The Other,6.479,False,"Drama, Horror, Mystery",English
The Furlough,5.8,False,"Drama, Crime, Thriller, Action",Italian
Return,7.079,False,Comedy,English
Michael Jackson: The Life of an Icon,7.8,False,Documentary,English
Cabiria,7.217,False,"Drama, History",No Language
Sunshine,6.558,False,"Drama, History","English, French"
Furie,5.8,False,Thriller,French
The Power of One,7.4,False,Drama,English
For All Mankind,7.854,False,"History, Documentary",English
The Tall T,6.913,False,Western,English
Cashback,6.867,False,"Drama, Comedy",English
French Exit,5.7,False,"Comedy, Drama",English
Fallen,6.804,False,"TV Movie, Drama, Fantasy","Mandarin, English, Italian, Portuguese"
Titanic,6.6,False,"Drama, Romance","English, French, Spanish, Basque"
Out for a Kill,4.0,False,"Action, Thriller",English
The Major and the Minor,6.95,False,"Comedy, Romance",English
The Drug King,6.308,False,"Crime, Adventure, Action","Portuguese, English, Korean, Japanese"
A Promise,5.679,False,"Drama, Romance",English
Decalogue IV,7.8,False,"Drama, TV Movie",Polish
Larger Than Life,5.421,False,Comedy,English
Rabbit Fire,7.4,False,"Animation, Action, Comedy, Family","French, English"
I Was a Male War Bride,6.904,False,"Comedy, Romance, War","French, English, German"
Detective Knight: Rogue,6.567,False,"Action, Crime, Thriller",English
SMS - Sotto mentite spoglie,4.896,False,Comedy,English
Heli,6.7,False,"Crime, Drama, Romance",Spanish
Renoir,6.363,False,"Drama, Romance","French, Italian"
Hôtel du Nord,7.317,False,"Romance, Drama",French
Alaska,5.796,False,"Adventure, Family",English
The Lion Woman,6.933,False,Drama,Norwegian
Fearless,6.176,False,"Family, Animation, Comedy",English
The Bad Poet,6.223,False,"History, Drama",Italian
Let the Girls Play,5.613,False,Comedy,French
Going Overboard,2.261,False,Comedy,English
Dante's Inferno,6.4,False,"Adventure, Fantasy, Horror",No Language
Vampyros Lesbos,5.8,False,Horror,German
The Virgin of Lust,6.9,False,"Drama, Fantasy, Romance",Spanish
Foxfire,6.055,False,"Action, Drama, Thriller",English
"Manta, Manta",5.63,False,"Comedy, Action",German
Funeral in Berlin,6.395,False,Thriller,"German, English"
Trust,6.676,False,"Drama, Comedy, Romance",English
Monster High: Welcome to Monster High,6.874,False,"Animation, Family",English
Under the Hawthorn Tree,7.693,False,"Drama, Romance",Mandarin
Two Friends,5.836,False,"Drama, Romance, Comedy",French
Bus 174,7.445,False,Documentary,"Spanish, Portuguese"
Blame,6.731,False,Drama,English
Goin' South,5.8,False,"Comedy, Western",English
Golden Door,6.483,False,"History, Drama, Romance","English, Italian"
Detective Conan: The Private Eyes' Requiem,7.067,False,"Animation, Mystery",Japanese
Chato's Land,6.5,False,Western,"English, Spanish"
Bad Asses on the Bayou,6.1,False,"Comedy, Action",English
Wanda,6.794,False,"Drama, Crime",English
Rhapsody in August,7.133,False,"Comedy, Drama",Japanese
Girl Lost,5.815,False,Drama,English
The Gruffalo's Child,6.8,False,"Adventure, Animation, Family, Fantasy",English
Stronger Than The World: The Story of José Aldo,6.5,False,"Drama, Action",Portuguese
Hichki,7.563,False,"Drama, Comedy","Hindi, English"
Little Women,6.752,False,"Drama, Family","English, German"
Angelique and the King,6.6,False,"Adventure, History, Romance",French
"Snoopy, Come Home",6.908,False,"Family, Animation",English
The City of Violence,6.576,False,"Action, Thriller, Crime",Korean
A Page of Madness,7.445,False,"Horror, Drama",No Language
Full of It,5.223,False,"Comedy, Family, Drama",English
DC Showcase: The Spectre,6.958,False,"Animation, Crime, Mystery, Fantasy",English
Manhunt,5.674,False,"Action, Thriller, Crime","Mandarin, English, Japanese"
The Butterfly,6.782,False,"Family, Drama",French
78/52,7.265,False,Documentary,English
Blithe Spirit,6.996,False,"Comedy, Fantasy",English
Jane,7.429,False,Documentary,English
Rogue Warfare,5.647,False,"Action, War",English
The Lady in the Car with Glasses and a Gun,5.134,False,"Thriller, Drama, Crime, Mystery",French
At the Sports Bar,6.324,False,Comedy,Italian
On the Beach at Night Alone,6.5,False,Drama,Korean
Él,7.643,False,"Drama, Thriller, Romance",Spanish
The Plague of the Zombies,6.345,False,Horror,English
One of Us,6.866,False,Documentary,"Yiddish, English"
Charulata,7.6,False,"Drama, Romance","Bengali, English"
The Legend of Mor'du,5.941,False,"Animation, Family",English
Superman: Brainiac Attacks,6.11,False,"Animation, Action, Family, Science Fiction",English
The Transfiguration,6.021,False,"Horror, Drama",English
Stage Beauty,6.653,False,"Comedy, Romance",English
Badla,7.387,False,"Crime, Drama, Mystery",Hindi
Shark Attack 3: Megalodon,4.769,False,"Horror, Thriller, Action, Adventure",English
Foodfight!,1.908,False,"Adventure, Comedy, Action, Animation, Family",English
Vanishing Time: A Boy Who Returned,7.273,False,"Romance, Fantasy, Drama",Korean
Someone's Watching Me!,6.197,False,"Thriller, Mystery, Horror, TV Movie",English
A Cinderella Story: Starstruck,7.059,False,"Romance, Comedy, Music",English
White Palace,6.134,False,"Drama, Romance",English
A Snake of June,6.765,False,"Romance, Drama, Thriller",Japanese
Beat the Devil,6.176,False,"Adventure, Comedy","Arabic, English, Italian"
Atlas Shrugged: Part II,5.206,False,"Drama, Science Fiction, Mystery",English
Nostalgic Christmas,7.034,False,"Romance, TV Movie",English
The Curse of the Cat People,6.214,False,"Horror, Drama, Mystery",English
The Singing Detective,5.139,False,"Comedy, Music, Mystery, Crime",English
Tale of Tales,7.361,False,Animation,Russian
Badhaai Ho,7.332,False,"Comedy, Romance, Drama",Hindi
Dororo,6.945,False,"Action, Fantasy, Horror, Science Fiction",Japanese
Pledge,5.218,False,"Horror, Thriller",English
Miami Connection,5.441,False,"Action, Crime, Music",English
Boccaccio '70,7.034,False,"Romance, Fantasy, Comedy","German, Italian"
Init!ation,5.357,False,"Horror, Mystery",English
My Best Friend's Birthday,5.6,False,Comedy,English
Murder Ahoy,7.05,False,"Drama, Thriller, Crime, Mystery, Comedy",English
Fratelli d'Italia,5.7,False,Comedy,Italian
The Adventurer,6.941,False,"Comedy, Adventure",No Language
Sailor Moon S the Movie: Hearts in Ice,7.794,False,"Animation, Fantasy, Action, Romance, Comedy",Japanese
Plunkett & MacLeane,5.887,False,"Action, Comedy, Drama",English
What Have You Done to Solange?,6.8,False,"Mystery, Thriller, Horror",Italian
A Thousand Times Good Night,6.887,False,Drama,"English, Irish, Norwegian, Swedish"
I Can Do Bad All By Myself,6.37,False,"Drama, Comedy",English
A Cock and Bull Story,6.286,False,Comedy,English
Prep & Landing,6.899,False,"Animation, Fantasy, Family",English
Waiting for the Hearse,8.143,False,Comedy,Spanish
Big Top Pee-wee,4.996,False,"Comedy, Family",English
"Goodbye, Dragon Inn",6.752,False,"Drama, Comedy","Mandarin, Japanese"
Pygmalion,6.95,False,"Comedy, Romance, Drama",English
The Strange Color of Your Body's Tears,6.29,False,"Horror, Thriller","Danish, French, Dutch"
Frogs,4.748,False,Horror,English
The Ex,6.79,False,"Horror, Thriller",Russian
The Zodiac,5.466,False,"Crime, Drama, Thriller, Horror",English
The Rose Seller,7.7,False,"Drama, Crime",Spanish
Pretty Persuasion,5.771,False,Comedy,"Spanish, English"
The Pope of Greenwich Village,6.339,False,"Action, Comedy, Crime",English
The Blood of Heroes,5.8,False,"Action, Adventure, Science Fiction",English
The Pilgrim,6.822,False,"Comedy, Western",No Language
Dona Flor and Her Two Husbands,6.822,False,"Comedy, Drama, Fantasy, Romance",Portuguese
A Good Man,5.0,False,Action,English
Mixtape,7.064,False,"Comedy, Family",English
The Cure,6.818,False,Comedy,No Language
Cosmic Scrat-tastrophe,6.504,False,"Science Fiction, Comedy, Animation, Family, Adventure",English
Lessons of Darkness,7.873,False,"War, Documentary","Arabic, English, German"
The Dark Horse,6.153,False,"Drama, History",English
The Big Bang,5.4,False,"Action, Mystery, Thriller",English
One True Thing,6.5,False,"Drama, Romance",English
Trojan War,6.2,False,"Comedy, Family, Romance","English, Spanish"
Sunshine on Leith,6.6,False,"Music, Romance, Comedy, Drama",English
Belly,5.903,False,"Crime, Drama",English
Gagarin: First in Space,6.449,False,"Drama, History",Russian
La nostra vita,6.6,False,Drama,Italian
Neighbors,7.114,False,"Comedy, Romance",No Language
Popcorn,5.653,False,"Comedy, Horror",English
The Grass Is Greener,6.298,False,"Comedy, Romance",English
The Harder They Fall,7.034,False,Drama,"Spanish, English"
Arctic Dogs,6.14,False,"Animation, Adventure, Comedy",English
Ring of the Nibelungs,6.169,False,"Action, Adventure, Fantasy, TV Movie","English, German"
The Bells of St. Mary's,6.9,False,"Comedy, Drama",English
Good,6.169,False,Drama,"English, German"
Basket Case 2,5.689,False,"Horror, Comedy",English
Flodder,6.4,False,Comedy,Dutch
The Steamroller and the Violin,7.038,False,"Family, Drama",Russian
The Legend of Black Snake,4.919,False,Comedy,French
At First Light,5.657,False,"Thriller, Science Fiction",English
Zoey 102,6.975,False,"Romance, Comedy",English
Flesh for Frankenstein,5.737,False,Horror,"English, French"
The Big Bad Wolf,5.2,False,"Comedy, Romance",French
It Happened in Broad Daylight,7.326,False,"Crime, Thriller",German
Persuasion,7.064,False,"Drama, Romance",English
The Computer Wore Tennis Shoes,6.102,False,"Comedy, Family, Drama",English
Wagon Master,6.725,False,"Adventure, Western",English
Arrhythmia,7.119,False,Drama,Russian
Eden,5.809,False,"Drama, Music","English, French"
Paradise Alley,5.805,False,"Action, Drama",English
Murder by Decree,6.381,False,"Crime, Mystery, Thriller","English, French"
Inside Deep Throat,6.521,False,"History, Documentary",English
Compulsion,6.999,False,"Crime, Drama",English
To Be and to Have,7.153,False,Documentary,French
Flight of the Living Dead,4.966,False,"Horror, Action",English
Admiral,6.487,False,War,"Russian, French"
Playground,7.081,False,Drama,"German, French"
Dead Reckoning,6.6,False,"Crime, Drama, Mystery",English
"Vincent, Francois, Paul and the Others",6.983,False,Drama,French
Truth or Dare,5.381,False,"Horror, Fantasy, Mystery, Thriller, Science Fiction",English
All the Colors of the Dark,6.538,False,"Thriller, Horror, Mystery","Spanish, Italian"
Steam: The Turkish Bath,6.564,False,Drama,"French, Italian, Turkish"
Decalogue III,7.1,False,"Drama, TV Movie, Romance",Polish
Museo,6.653,False,"Crime, Drama","Spanish, English"
No Mercy,7.3,False,"Action, Adventure, Thriller",Korean
Franco Escamilla: por la anécdota,9.0,False,Comedy,Spanish
The Brothers Solomon,4.953,False,Comedy,English
The Sweet Escape,6.576,False,"Comedy, Drama",French
Our Family Wedding,5.665,False,Comedy,English
Dave Chappelle: For What It's Worth,7.602,False,Comedy,English
Flashbacks of a Fool,6.242,False,Drama,English
This Is Our Land,5.763,False,Drama,French
R2B: Return to Base,6.619,False,"Action, Drama, Romance",Korean
Friendship!,6.3,False,"Comedy, Drama",German
Loue-moi !,5.555,False,Comedy,French
Mischief,6.818,False,"Comedy, Romance",English
An Innocent Man,6.109,False,"Crime, Drama, Thriller",English
Lone Wolf and Cub: Baby Cart in Peril,7.4,False,Action,Japanese
Team Foxcatcher,7.03,False,Documentary,English
Dick Johnson Is Dead,7.25,False,Documentary,English
Jimmy Carr: Funny Business,6.894,False,"Comedy, TV Movie",English
French Tech,6.475,False,Comedy,"English, French, German"
Ricky,5.873,False,"Fantasy, Comedy, Drama",French
Only Mine,5.339,False,"Thriller, Drama, TV Movie",English
Crooklyn,6.805,False,"Comedy, Drama","English, Italian, Spanish"
Maradona by Kusturica,6.364,False,Documentary,"Spanish, English, Italian, Serbian"
Lucky,4.686,False,Comedy,French
The Muse,5.225,False,"Fantasy, Comedy, Romance",English
The Best Man,6.593,False,"Drama, Comedy",English
The Manny,6.292,False,Comedy,"German, French"
Mothers' Instinct,6.3,False,"Drama, Mystery, Thriller",French
Motherhood,5.013,False,"Comedy, Drama",English
Daffy Duck's Quackbusters,6.644,False,"Animation, Comedy, Family, Fantasy, Science Fiction",English
How to Plan an Orgy in a Small Town,5.153,False,"Drama, Comedy",English
Trevor Noah: Afraid of the Dark,7.119,False,Comedy,English
Coming Soon,6.7,False,"Comedy, Drama, Romance",Turkish
Birdboy: The Forgotten Children,7.381,False,"Science Fiction, Animation, Drama",Spanish
"God Exists, Her Name Is Petrunya",6.797,False,Drama,Macedonian
Railroad Tigers,6.008,False,"Action, Adventure, Comedy, Family, War","Japanese, English, Mandarin"
Tresor,4.576,False,Comedy,French
Aileen: Life and Death of a Serial Killer,6.812,False,Documentary,English
Naked Among Wolves,7.4,False,"History, Drama, War","French, German, Polish"
Another Gay Sequel: Gays Gone Wild!,5.812,False,"Comedy, Romance","English, Spanish"
What's Love Got to Do with It?,6.068,False,"Romance, Comedy","English, Urdu"
The Day the Earth Caught Fire,6.859,False,"Science Fiction, Drama",English
Darling,6.756,False,"Drama, Romance","English, French, Italian"
Expedition Happiness,6.6,False,Documentary,"German, English"
Dark Light,5.923,False,"Horror, Science Fiction, Thriller",English
The Firefly,6.936,False,"Drama, Fantasy, Romance",Spanish
Among Friends,5.333,False,Comedy,French
Alien Autopsy,5.564,False,"Comedy, Science Fiction",English
The Silence,6.521,False,"Crime, Thriller, Drama",German
Chalk It Up,5.175,False,Comedy,English
RocketMan,5.158,False,"Comedy, Family, Science Fiction",English
My Straight Son,7.778,False,Drama,Spanish
Güeros,7.6,False,"Drama, Comedy",Spanish
The App,3.0,False,"Drama, Science Fiction",Italian
Dynasty Warriors,6.103,False,"Action, Adventure, Fantasy","English, Cantonese"
Boys Don't Cry,7.4,False,Comedy,Polish
Jude,6.329,False,"Drama, Romance","Latin, English"
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,7.051,False,"Documentary, Music",English
Aziz Ansari: Buried Alive,6.906,False,Comedy,English
The Last of Sheila,6.991,False,"Crime, Drama, Mystery, Thriller","French, English"
Never Back Down: Revolt,6.5,False,Action,"English, Spanish"
Wrinkles,7.577,False,"Animation, Drama, Comedy","English, Spanish, Galician"
Family United,5.9,False,"Comedy, Romance",Spanish
The Redeem Team,7.432,False,Documentary,English
Jerry Before Seinfeld,6.868,False,"Comedy, Documentary",English
The Lodger,5.658,False,"Horror, Mystery, Thriller, Drama",English
The Negotiation,7.1,False,"Crime, Action, Thriller",Korean
Red Istanbul,5.538,False,"Romance, Drama",Turkish
Darlin',5.372,False,"Horror, Thriller, Mystery",English
From the Dark,5.611,False,Horror,English
The Silent Partner,7.051,False,"Drama, Thriller",English
Perfumes,6.389,False,"Comedy, Drama",French
Many Wars Ago,7.28,False,"Drama, War",Italian
Babes in Toyland,6.462,False,"Fantasy, Comedy, Family",English
The Five Venoms,6.671,False,Action,Mandarin
"Hi, Mom",7.222,False,"Drama, Comedy, Fantasy",Mandarin
Hands over the City,7.521,False,Drama,Italian
Love Comes Softly,6.642,False,"TV Movie, Western",English
Seven Beauties,7.513,False,"Comedy, Drama, War","Italian, Spanish, German, English"
Wild Bill,5.667,False,Western,"Cantonese, English"
Afterwards,5.528,False,Thriller,"English, French"
"Twinkle, Twinkle, Lucky Stars",6.7,False,"Action, Comedy","Japanese, Cantonese, English"
The Minimalists: Less Is Now,6.235,False,Documentary,English
Scrivilo sui muri,5.342,False,"Comedy, Romance",Italian
Shuttle,5.325,False,"Thriller, Crime, Mystery, Horror",English
Gleaming the Cube,5.897,False,"Crime, Thriller, Action","English, Portuguese, Vietnamese"
The Trial of Joan of Arc,7.231,False,"Drama, History","English, French"
The Lorax,7.3,False,"Animation, Family, TV Movie",English
Cigarette Burns,7.385,False,"Horror, TV Movie","French, English"
Guest House Paradiso,6.2,False,Comedy,English
The Spirit of St. Louis,6.7,False,"Adventure, Drama, History",English
Sahara,7.2,False,"Adventure, War","German, English, Italian"
Jane Eyre,6.795,False,"Drama, Romance",English
Barbie & Chelsea: The Lost Birthday,7.026,False,Animation,English
As Far As My Feet Will Carry Me,7.312,False,"Drama, War","German, Russian"
LEGO DC Comics Super Heroes: Justice League: Cosmic Clash,6.393,False,"Action, Adventure, Animation, Comedy, Family",English
Just the Two of Us,7.154,False,"Thriller, Drama, Romance",French
The Drowning,4.496,False,"Drama, Thriller",English
Zombi Child,6.154,False,"Fantasy, Horror, Drama","French, Haitian; Haitian Creole"
"Good Day, Ramon",7.91,False,Drama,"German, Spanish"
Dad in Training,6.278,False,Comedy,"French, Hungarian"
Tom of Finland,6.662,False,Drama,"English, Finnish, German"
From Straight A's to XXX,5.94,False,"Drama, TV Movie",English
Badrinath Ki Dulhania,6.376,False,"Drama, Comedy, Romance",Hindi
Blood and Money,5.269,False,"Thriller, Crime, Drama, Action",English
Citizen Ruth,6.564,False,"Drama, Comedy",English
The Memory of a Killer,6.774,False,"Crime, Thriller, Drama, Action",Dutch
After Lucia,6.726,False,Drama,Spanish
In the Name of the King 2: Two Worlds,3.855,False,"Adventure, Fantasy, Drama, Action",English
Madame Bovary,6.256,False,"Romance, Drama",French
In Their Skin,5.269,False,"Horror, Thriller",English
The Woman in Black,6.778,False,"Horror, Mystery, TV Movie, History",English
"Onoda: 10,000 Nights in the Jungle",7.03,False,"Drama, Adventure, War",Japanese
Sudden Fear,7.269,False,Thriller,English
The Quarry,5.274,False,"Crime, Mystery, Thriller",English
On Dangerous Ground,6.478,False,"Crime, Drama, Thriller",English
Ginger and Fred,6.909,False,"Comedy, Drama","English, Italian"
The Pervert's Guide to Ideology,7.22,False,Documentary,"Arabic, Czech, English, German, Norwegian, Russian, Spanish"
Gimme Danger,6.815,False,"Music, Documentary",English
Brother,6.586,False,Drama,French
Another Day in Paradise,6.293,False,"Thriller, Crime, Drama",English
Not Another Happy Ending,5.996,False,"Romance, Comedy, Drama",English
Phil Spector,5.685,False,"Drama, TV Movie",English
Rattrapage,5.5,False,Comedy,French
A Better Life,6.323,False,Drama,"French, English"
The Go-Between,6.828,False,"Drama, Romance",English
The Garden of Sinners: Overlooking View,6.638,False,"Animation, Crime, Action, Fantasy",Japanese
Mortal Kombat: Rebirth,6.664,False,"Action, Fantasy",English
Her Alibi,5.4,False,"Comedy, Crime","Spanish, English, Romanian"
Jolly LLB 2,6.918,False,"Comedy, Crime",Hindi
Girl in the Box,6.733,False,Drama,English
Skin,6.56,False,Drama,English
Aloft,5.5,False,Drama,"French, English"
Teasing Master Takagi-san: The Movie,8.427,False,"Animation, Comedy, Romance",Japanese
Everything's Gonna Be Great,7.4,False,"Family, Drama, Comedy, Adventure",Turkish
The Odd Couple II,6.353,False,"Adventure, Comedy","Spanish, English"
Gagarine,6.582,False,Drama,"French, Russian"
Street of Shame,7.659,False,Drama,Japanese
Blind,7.384,False,Thriller,Korean
Burden of Dreams,7.62,False,Documentary,"English, German, Portuguese, Spanish"
The Dogs of War,5.677,False,"Thriller, Action, Adventure",English
The Vagabond,6.703,False,Comedy,No Language
Sand Sharks,3.795,False,"Comedy, Horror, Science Fiction",English
Unacknowledged,6.284,False,Documentary,English
Celtic Pride,5.328,False,Comedy,English
Hell House LLC II: The Abaddon Hotel,5.7,False,Horror,English
The Haunting Hour: Don't Think About It,6.345,False,"Fantasy, Horror, Family","French, English"
Mojave,5.056,False,Thriller,"English, Spanish"
Mosul,7.056,False,Documentary,"Arabic, German, English"
Garfield Gets Real,4.918,False,"Family, Animation, Comedy",English
Blue Hawaii,5.914,False,"Comedy, Music","English, French, Hungarian"
Ants in the Pants,5.026,False,"Comedy, Romance",German
Sherrybaby,6.135,False,Drama,English
Dodes'ka-den,7.151,False,Drama,Japanese
Accident Man: Hitman's Holiday,6.53,False,"Action, Comedy, Crime",English
Palermo Milano - Solo Andata,6.289,False,"Crime, Action, Drama","Italian, German"
Escaflowne: The Movie,6.8,False,"Animation, Adventure, Drama, Fantasy",Japanese
Die Nibelungen: Siegfried,7.784,False,"Adventure, Drama, Fantasy",No Language
Child's Pose,6.724,False,Drama,Romanian
Beautiful Minds,7.3,False,"Comedy, Drama",French
Reflections in a Golden Eye,6.496,False,"Drama, Romance, Thriller",English
Taxi for Tobruk,7.1,False,"History, Drama, War","French, English, German"
The Luck of the Irish,6.009,False,"Family, TV Movie, Comedy, Adventure",English
Bruiser,5.427,False,"Thriller, Horror","Spanish, English"
McQueen,7.526,False,Documentary,"English, French"
Vengeance Is Mine,7.53,False,"Crime, Drama",Japanese
Conversation Piece,7.2,False,"Drama, Romance",Italian
The Warrior,6.94,False,"History, Drama, Action, War","Mandarin, Korean"
When Hitler Stole Pink Rabbit,7.108,False,Drama,"English, French, German"
The Prophet,7.396,False,Animation,English
Fierce,6.25,False,"Comedy, Music",Polish
Six-String Samurai,6.129,False,"Action, Adventure, Science Fiction, Music, Comedy",English
Prayers for the Stolen,7.7,False,Drama,Spanish
Dark Floors,4.853,False,"Fantasy, Horror",English
Sweet Family,7.534,False,Comedy,Spanish
Shirkers,7.3,False,Documentary,English
The Revenge of Frankenstein,6.647,False,"Horror, Science Fiction","English, Latin"
